0.0000000000000000 0.0011580880143617  30.00701398401070  294.0000000000000 0.0000000000000000 0.0000000000000000 0.0000000000000000 0.2228710000000000 0.0000000000000000 0.0000000000000000 0.0407850000000000 0.0000000000000000 0.0000000000000000 0.7363440000000000
0.0004716981132075 0.0011580879694153  30.00701514861020  294.0000000019853 0.0000000030225795 0.0000000000000000 0.0000000000000000 0.2228709994421359 0.0000000000000000 0.0000000000000840 0.0407849998114194 0.0000000000000056 0.0000000000000000 0.7363439977238083
0.0009433962264151 0.0011580879236511  30.00701633439558  294.0000000040866 0.0000000061001607 0.0000000000000000 0.0000000000000000 0.2228709988740147 0.0000000000000000 0.0000000000001735 0.0407849996193849 0.0000000000000117 0.0000000000000000 0.7363439954058404
0.0014150943396226 0.0011580878770583  30.00701754165280  294.0000000063113 0.0000000092334463 0.0000000000000000 0.0000000000000000 0.2228709982956114 0.0000000000000000 0.0000000000002685 0.0407849994238718 0.0000000000000181 0.0000000000000000 0.7363439930459280
0.0018867924528302 0.0011580878296259  30.00701877066924  294.0000000086677 0.0000000124231460 0.0000000000000000 0.0000000000000000 0.2228709977068930 0.0000000000000000 0.0000000000003694 0.0407849992248525 0.0000000000000249 0.0000000000000000 0.7363439906438579
0.0023584905660377 0.0011580877813433  30.00702002171104  294.0000000111642 0.0000000156699771 0.0000000000000000 0.0000000000000000 0.2228709971076445 0.0000000000000000 0.0000000000004764 0.0407849990222677 0.0000000000000323 0.0000000000000000 0.7363439881988175
0.0028301886792453 0.0011580877322000  30.00702129505307  294.0000000138102 0.0000000189746647 0.0000000000000000 0.0000000000000000 0.2228709964976887 0.0000000000000000 0.0000000000005899 0.0407849988160658 0.0000000000000401 0.0000000000000000 0.7363439857101307
0.0033018867924528 0.0011580876821853  30.00702259097701  294.0000000166154 0.0000000223379412 0.0000000000000000 0.0000000000000000 0.2228709958768852 0.0000000000000000 0.0000000000007100 0.0407849986061992 0.0000000000000483 0.0000000000000000 0.7363439831772023
0.0037735849056604 0.0011580876312877  30.00702390977660  294.0000000195902 0.0000000257605470 0.0000000000000000 0.0000000000000000 0.2228709952451463 0.0000000000000000 0.0000000000008372 0.0407849983926308 0.0000000000000571 0.0000000000000000 0.7363439805996665
0.0042452830188679 0.0011580875794962  30.00702525173809  294.0000000227458 0.0000000292432302 0.0000000000000000 0.0000000000000000 0.2228709946023144 0.0000000000000000 0.0000000000009718 0.0407849981753095 0.0000000000000664 0.0000000000000000 0.7363439779768803
