0.0212871287128713 0.0011580833444093  21.39410025502620  294.0000012965788 0.0000003137594052 0.0000000000000000 0.0000000000000000 0.2228709420807342 0.0000000000000000 0.0000000000482049 0.0407849803991445 0.0000000000041329 0.0000000000000046 0.7363437637089273
0.0217821782178218 0.0011580832005828  21.39410291203483  294.0000013598972 0.0000003234164856 0.0000000000000000 0.0000000000000000 0.2228709402978384 0.0000000000000000 0.0000000000506778 0.0407849797952457 0.0000000000043473 0.0000000000000049 0.7363437564359641
0.0222772277227723 0.0011580830545448  21.39410560990085  294.0000014260023 0.0000003332215835 0.0000000000000000 0.0000000000000000 0.2228709384875990 0.0000000000000000 0.0000000000532719 0.0407849791820402 0.0000000000045722 0.0000000000000052 0.7363437490515061
0.0227722772277228 0.0011580829067690  21.39410833986910  294.0000014942971 0.0000003431429808 0.0000000000000000 0.0000000000000000 0.2228709366558753 0.0000000000000000 0.0000000000559614 0.0407849785615224 0.0000000000048053 0.0000000000000055 0.7363437415794450
0.0232673267326733 0.0011580827568028  21.39411111030500  294.0000015654798 0.0000003532109506 0.0000000000000000 0.0000000000000000 0.2228709347970691 0.0000000000000000 0.0000000000587779 0.0407849779317839 0.0000000000050496 0.0000000000000059 0.7363437339969694
0.0237623762376238 0.0011580826049706  21.39411391521334  294.0000016391226 0.0000003634037784 0.0000000000000000 0.0000000000000000 0.2228709329151926 0.0000000000000000 0.0000000000617028 0.0407849772941906 0.0000000000053032 0.0000000000000062 0.7363437263204369
0.0242574257425743 0.0011580824509717  21.39411676014877  294.0000017157507 0.0000003737415485 0.0000000000000000 0.0000000000000000 0.2228709310065351 0.0000000000000000 0.0000000000647607 0.0407849766474753 0.0000000000055683 0.0000000000000066 0.7363437185347186
0.0247524752475248 0.0011580822949728  21.39411964203231  294.0000017951345 0.0000003842131114 0.0000000000000000 0.0000000000000000 0.2228709290731567 0.0000000000000000 0.0000000000679414 0.0407849759923396 0.0000000000058442 0.0000000000000070 0.7363437106482134
0.0252475247524752 0.0011580821368339  21.39412256344920  294.0000018776029 0.0000003948277920 0.0000000000000000 0.0000000000000000 0.2228709271133337 0.0000000000000000 0.0000000000712613 0.0407849753281921 0.0000000000061321 0.0000000000000074 0.7363437026538981
0.0257425742574257 0.0011580819765552  21.39412552439944  294.0000019631558 0.0000004055855905 0.0000000000000000 0.0000000000000000 0.2228709251270662 0.0000000000000000 0.0000000000747204 0.0407849746550328 0.0000000000064320 0.0000000000000079 0.7363436945517732
0.0262376237623762 0.0011580818141663  21.39412852433303  294.0000020518885 0.0000004164844790 0.0000000000000000 0.0000000000000000 0.2228709231147267 0.0000000000000000 0.0000000000783247 0.0407849739729846 0.0000000000067445 0.0000000000000083 0.7363436863433640
0.0267326732673267 0.0011580816494914  21.39413156649857  294.0000021440658 0.0000004275362150 0.0000000000000000 0.0000000000000000 0.2228709210741425 0.0000000000000000 0.0000000000820862 0.0407849732813070 0.0000000000070707 0.0000000000000088 0.7363436780198136
0.0272277227722772 0.0011580814827393  21.39413464703874  294.0000022395168 0.0000004387268001 0.0000000000000000 0.0000000000000000 0.2228709190078977 0.0000000000000000 0.0000000000859992 0.0407849725808768 0.0000000000074099 0.0000000000000094 0.7363436695916612
0.0277227722772277 0.0011580813135487  21.39413777262739  294.0000023388108 0.0000004500803820 0.0000000000000000 0.0000000000000000 0.2228709169115298 0.0000000000000000 0.0000000000900900 0.0407849718701717 0.0000000000077646 0.0000000000000100 0.7363436610407146
0.0282178217821782 0.0011580811423172  21.39414093592086  294.0000024414711 0.0000004615703492 0.0000000000000000 0.0000000000000000 0.2228709147899556 0.0000000000000000 0.0000000000943383 0.0407849711508640 0.0000000000081328 0.0000000000000106 0.7363436523870247
0.0287128712871287 0.0011580809684882  21.39414414720228  294.0000025484160 0.0000004732338978 0.0000000000000000 0.0000000000000000 0.2228709126363010 0.0000000000000000 0.0000000000987871 0.0407849704206076 0.0000000000085184 0.0000000000000112 0.7363436436025703
0.0292079207920792 0.0011580807926579  21.39414739545376  294.0000026588119 0.0000004850311344 0.0000000000000000 0.0000000000000000 0.2228709104579351 0.0000000000000000 0.0000000001033995 0.0407849696819133 0.0000000000089181 0.0000000000000118 0.7363436347173969
0.0297029702970297 0.0011580806140642  21.39415069475912  294.0000027739736 0.0000004970129879 0.0000000000000000 0.0000000000000000 0.2228709082454442 0.0000000000000000 0.0000000001082380 0.0407849689315666 0.0000000000093373 0.0000000000000125 0.7363436256931353
0.0301980198019802 0.0011580804335126  21.39415403023283  294.0000028926688 0.0000005091255883 0.0000000000000000 0.0000000000000000 0.2228709060087853 0.0000000000000000 0.0000000001132460 0.0407849681729624 0.0000000000097711 0.0000000000000132 0.7363436165703707
0.0306930693069307 0.0011580802500244  21.39415741995905  294.0000030166644 0.0000005214343090 0.0000000000000000 0.0000000000000000 0.2228709037358744 0.0000000000000000 0.0000000001185085 0.0407849674019718 0.0000000000102268 0.0000000000000140 0.7363436072998517
0.0311881188118812 0.0011580800646257  21.39416084498086  294.0000031442672 0.0000005338705801 0.0000000000000000 0.0000000000000000 0.2228709014393815 0.0000000000000000 0.0000000001239463 0.0407849666229195 0.0000000000106977 0.0000000000000148 0.7363435979332289
0.0316831683168317 0.0011580798761098  21.39416432759020  294.0000032777556 0.0000005465149597 0.0000000000000000 0.0000000000000000 0.2228708991044127 0.0000000000000000 0.0000000001296704 0.0407849658307136 0.0000000000111933 0.0000000000000157 0.7363435884098049
0.0321782178217822 0.0011580796857346  21.39416784454913  294.0000034149184 0.0000005592834263 0.0000000000000000 0.0000000000000000 0.2228708967465031 0.0000000000000000 0.0000000001355754 0.0407849650306592 0.0000000000117044 0.0000000000000166 0.7363435787928946
0.0326732673267327 0.0011580794920539  21.39417142257400  294.0000035586138 0.0000005722724921 0.0000000000000000 0.0000000000000000 0.2228708943478100 0.0000000000000000 0.0000000001418021 0.0407849642166520 0.0000000000122432 0.0000000000000175 0.7363435690097866
0.0331683168316832 0.0011580792965693  21.39417503392448  294.0000037060404 0.0000005853819028 0.0000000000000000 0.0000000000000000 0.2228708919268621 0.0000000000000000 0.0000000001482149 0.0407849633950264 0.0000000000127980 0.0000000000000186 0.7363435591359970
0.0336633663366337 0.0011580790975830  21.39417870996584  294.0000038607103 0.0000005987249244 0.0000000000000000 0.0000000000000000 0.2228708894627140 0.0000000000000000 0.0000000001549889 0.0407849625586121 0.0000000000133840 0.0000000000000197 0.7363435490861787
0.0341584158415842 0.0011580788968527  21.39418241822862  294.0000040191575 0.0000006121842576 0.0000000000000000 0.0000000000000000 0.2228708869770562 0.0000000000000000 0.0000000001619537 0.0407849617148287 0.0000000000139863 0.0000000000000208 0.7363435389487228
0.0346534653465347 0.0011580786924161  21.39418619496188  294.0000041856318 0.0000006258907528 0.0000000000000000 0.0000000000000000 0.2228708844456906 0.0000000000000000 0.0000000001693239 0.0407849608553860 0.0000000000146235 0.0000000000000220 0.7363435286250376
0.0351485148514852 0.0011580784862998  21.39419000272744  294.0000043559154 0.0000006397092220 0.0000000000000000 0.0000000000000000 0.2228708818936144 0.0000000000000000 0.0000000001768891 0.0407849599888426 0.0000000000152774 0.0000000000000233 0.7363435182169766
0.0356435643564356 0.0011580782762640  21.39419388290167  294.0000045350869 0.0000006537889639 0.0000000000000000 0.0000000000000000 0.2228708792932134 0.0000000000000000 0.0000000001849090 0.0407849591057306 0.0000000000159704 0.0000000000000246 0.7363435076120388
0.0361386138613861 0.0011580780646176  21.39419779283076  294.0000047180831 0.0000006679760247 0.0000000000000000 0.0000000000000000 0.2228708766729598 0.0000000000000000 0.0000000001931271 0.0407849582158063 0.0000000000166804 0.0000000000000260 0.7363434969262306
0.0366336633663366 0.0011580778488297  21.39420177927236  294.0000049109138 0.0000006824390483 0.0000000000000000 0.0000000000000000 0.2228708740016566 0.0000000000000000 0.0000000002018549 0.0407849573083649 0.0000000000174342 0.0000000000000276 0.7363434860324696
0.0371287128712871 0.0011580776315053  21.39420579409911  294.0000051075667 0.0000006970044041 0.0000000000000000 0.0000000000000000 0.2228708713114218 0.0000000000000000 0.0000000002107834 0.0407849563944213 0.0000000000182052 0.0000000000000291 0.7363434750615949
0.0376237623762376 0.0011580774098079  21.39420988971438  294.0000053150980 0.0000007118610131 0.0000000000000000 0.0000000000000000 0.2228708685673045 0.0000000000000000 0.0000000002202829 0.0407849554619719 0.0000000000190252 0.0000000000000308 0.7363434638712421
0.0381188118811881 0.0011580771866535  21.39421401224834  294.0000055264269 0.0000007268146219 0.0000000000000000 0.0000000000000000 0.2228708658052383 0.0000000000000000 0.0000000002299843 0.0407849545233523 0.0000000000198625 0.0000000000000326 0.7363434526077886
0.0386138613861386 0.0011580769588849  21.39421822002480  294.0000057497812 0.0000007420753963 0.0000000000000000 0.0000000000000000 0.2228708629863344 0.0000000000000000 0.0000000002403251 0.0407849535651939 0.0000000000207548 0.0000000000000345 0.7363434411128498
0.0391089108910891 0.0011580767297442  21.39422245315257  294.0000059768830 0.0000007574274771 0.0000000000000000 0.0000000000000000 0.2228708601505324 0.0000000000000000 0.0000000002508677 0.0407849526012208 0.0000000000216644 0.0000000000000365 0.7363434295490980
0.0396039603960396 0.0011580764957383  21.39422677616231  294.0000062172713 0.0000007731032802 0.0000000000000000 0.0000000000000000 0.2228708572548190 0.0000000000000000 0.0000000002621259 0.0407849516166321 0.0000000000226353 0.0000000000000387 0.7363434177413726
0.0400990099009901 0.0011580762604506  21.39423112285065  294.0000064613292 0.0000007888643199 0.0000000000000000 0.0000000000000000 0.2228708543433287 0.0000000000000000 0.0000000002735843 0.0407849506266087 0.0000000000236235 0.0000000000000409 0.7363434058694071
0.0405940594059406 0.0011580760200362  21.39423556425342  294.0000067200654 0.0000008049663061 0.0000000000000000 0.0000000000000000 0.2228708513687307 0.0000000000000000 0.0000000002858431 0.0407849496148463 0.0000000000246803 0.0000000000000433 0.7363433937404809
0.0410891089108911 0.0011580757784366  21.39424002755165  294.0000069823588 0.0000008211470668 0.0000000000000000 0.0000000000000000 0.2228708483795480 0.0000000000000000 0.0000000002982984 0.0407849485980546 0.0000000000257540 0.0000000000000457 0.7363433815521782
0.0415841584158416 0.0011580755314380  21.39424459059585  294.0000072608573 0.0000008376866890 0.0000000000000000 0.0000000000000000 0.2228708453239233 0.0000000000000000 0.0000000003116489 0.0407849475583514 0.0000000000269045 0.0000000000000484 0.7363433690933832
0.0420792079207921 0.0011580752833569  21.39424917363739  294.0000075427631 0.0000008542982146 0.0000000000000000 0.0000000000000000 0.2228708422549839 0.0000000000000000 0.0000000003251901 0.0407849465140512 0.0000000000280713 0.0000000000000512 0.7363433565803896
0.0425742574257426 0.0011580750295930  21.39425386166511  294.0000078425566 0.0000008712872326 0.0000000000000000 0.0000000000000000 0.2228708391161421 0.0000000000000000 0.0000000003397318 0.0407849454456172 0.0000000000293240 0.0000000000000542 0.7363433437828540
0.0430693069306931 0.0011580747748560  21.39425856767173  294.0000081455631 0.0000008883408565 0.0000000000000000 0.0000000000000000 0.2228708359653345 0.0000000000000000 0.0000000003544556 0.0407849443730467 0.0000000000305923 0.0000000000000573 0.7363433309366182
0.0435643564356436 0.0011580745141409  21.39426338412025  294.0000084683064 0.0000009057913448 0.0000000000000000 0.0000000000000000 0.2228708327410221 0.0000000000000000 0.0000000003702974 0.0407849432750665 0.0000000000319566 0.0000000000000607 0.7363433177912233
0.0440594059405941 0.0011580742525688  21.39426821640356  294.0000087940189 0.0000009232986974 0.0000000000000000 0.0000000000000000 0.2228708295061748 0.0000000000000000 0.0000000003863095 0.0407849421734398 0.0000000000333355 0.0000000000000642 0.7363433046029594
0.0445544554455446 0.0011580739847111  21.39427316480864  294.0000091415056 0.0000009412230541 0.0000000000000000 0.0000000000000000 0.2228708261940720 0.0000000000000000 0.0000000004035707 0.0407849410450720 0.0000000000348217 0.0000000000000680 0.7363432911003227
0.0450495049504950 0.0011580737161195  21.39427812677319  294.0000094916607 0.0000009591960706 0.0000000000000000 0.0000000000000000 0.2228708228729519 0.0000000000000000 0.0000000004209869 0.0407849399135787 0.0000000000363211 0.0000000000000719 0.7363432775610004
0.0455445544554455 0.0011580734409224  21.39428321077296  294.0000098658318 0.0000009776070252 0.0000000000000000 0.0000000000000000 0.2228708194706763 0.0000000000000000 0.0000000004397977 0.0407849387539553 0.0000000000379404 0.0000000000000762 0.7363432636915053
0.0460396039603960 0.0011580731651219  21.39428830591980  294.0000102423056 0.0000009960579533 0.0000000000000000 0.0000000000000000 0.2228708160609915 0.0000000000000000 0.0000000004587440 0.0407849375917599 0.0000000000395714 0.0000000000000806 0.7363432497918719
0.0465346534653465 0.0011580728823827  21.39429352925794  294.0000106452626 0.0000010149685765 0.0000000000000000 0.0000000000000000 0.2228708125661009 0.0000000000000000 0.0000000004792472 0.0407849363999856 0.0000000000413362 0.0000000000000855 0.7363432355456466
0.0470297029702970 0.0011580725991784  21.39429876118748  294.0000110500833 0.0000010339099849 0.0000000000000000 0.0000000000000000 0.2228708090655023 0.0000000000000000 0.0000000004998614 0.0407849352062266 0.0000000000431105 0.0000000000000904 0.7363432212762077
0.0475247524752475 0.0011580723086886  21.39430412771577  294.0000114841031 0.0000010533336967 0.0000000000000000 0.0000000000000000 0.2228708054754776 0.0000000000000000 0.0000000005222134 0.0407849339813754 0.0000000000450344 0.0000000000000959 0.7363432066430868
0.0480198019801980 0.0011580720178801  21.39430950013026  294.0000119194641 0.0000010727784832 0.0000000000000000 0.0000000000000000 0.2228708018815441 0.0000000000000000 0.0000000005446462 0.0407849327551629 0.0000000000469652 0.0000000000001013 0.7363431919940736
0.0485148514851485 0.0011580717194250  21.39431501381362  294.0000123870140 0.0000010927290630 0.0000000000000000 0.0000000000000000 0.2228707981937993 0.0000000000000000 0.0000000005690180 0.0407849314962792 0.0000000000490630 0.0000000000001075 0.7363431769636410
0.0490099009900990 0.0011580714208063  21.39432053052172  294.0000128552879 0.0000011126904632 0.0000000000000000 0.0000000000000000 0.2228707945040469 0.0000000000000000 0.0000000005934339 0.0407849302366951 0.0000000000511647 0.0000000000001137 0.7363431619250480
0.0495049504950495 0.0011580711141652  21.39432619544145  294.0000133590439 0.0000011331820592 0.0000000000000000 0.0000000000000000 0.2228707907159250 0.0000000000000000 0.0000000006200128 0.0407849289427913 0.0000000000534527 0.0000000000001207 0.7363431464865967
0.0500000000000000 0.0011580708075241  21.39433186036117  294.0000138627998 0.0000011536736551 0.0000000000000000 0.0000000000000000 0.2228707869278032 0.0000000000000000 0.0000000006465917 0.0407849276488874 0.0000000000557408 0.0000000000001277 0.7363431310481453
0.0504950495049505 0.0011580704924695  21.39433768071915  294.0000144056645 0.0000011747207936 0.0000000000000000 0.0000000000000000 0.2228707830365735 0.0000000000000000 0.0000000006755830 0.0407849263189427 0.0000000000582371 0.0000000000001355 0.7363431151906810
0.0509900990099010 0.0011580701774149  21.39434350107712  294.0000149485292 0.0000011957679321 0.0000000000000000 0.0000000000000000 0.2228707791453438 0.0000000000000000 0.0000000007045744 0.0407849249889981 0.0000000000607334 0.0000000000001433 0.7363430993332167
0.0514851485148515 0.0011580698538856  21.39434947800423  294.0000155328055 0.0000012173741192 0.0000000000000000 0.0000000000000000 0.2228707751503118 0.0000000000000000 0.0000000007361501 0.0407849236226982 0.0000000000634530 0.0000000000001522 0.7363430830540423
0.0519801980198020 0.0011580695301833  21.39435545812662  294.0000161179270 0.0000012389917155 0.0000000000000000 0.0000000000000000 0.2228707711531614 0.0000000000000000 0.0000000007677787 0.0407849222556563 0.0000000000661772 0.0000000000001610 0.7363430667662614
0.0524752475247525 0.0011580691979478  21.39436159590032  294.0000167468969 0.0000012611716526 0.0000000000000000 0.0000000000000000 0.2228707670515527 0.0000000000000000 0.0000000008021753 0.0407849208519524 0.0000000000691411 0.0000000000001710 0.7363430500542355
0.0529702970297030 0.0011580688653567  21.39436774024282  294.0000173776940 0.0000012833750206 0.0000000000000000 0.0000000000000000 0.2228707629455915 0.0000000000000000 0.0000000008366872 0.0407849194467210 0.0000000000721149 0.0000000000001810 0.7363430333245327
0.0534653465346535 0.0011580685241766  21.39437404326760  294.0000180549154 0.0000013061437943 0.0000000000000000 0.0000000000000000 0.2228707587345652 0.0000000000000000 0.0000000008741632 0.0407849180045304 0.0000000000753457 0.0000000000001923 0.7363430161682578
0.0539603960396040 0.0011580681824483  21.39438035642102  294.0000187351000 0.0000013289486576 0.0000000000000000 0.0000000000000000 0.2228707545168325 0.0000000000000000 0.0000000009118285 0.0407849165599807 0.0000000000785929 0.0000000000002036 0.7363429989847549
0.0544554455445545 0.0011580678320782  21.39438682923011  294.0000194644299 0.0000013523217492 0.0000000000000000 0.0000000000000000 0.2228707501934524 0.0000000000000000 0.0000000009526668 0.0407849150781801 0.0000000000821157 0.0000000000002163 0.7363429813724724
0.0549504950495050 0.0011580674809567  21.39439331592230  294.0000201980333 0.0000013757442519 0.0000000000000000 0.0000000000000000 0.2228707458608856 0.0000000000000000 0.0000000009937811 0.0407849135931404 0.0000000000856625 0.0000000000002290 0.7363429637229049
